Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,Age,BikeBuyer
M,20000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,54,1
M,20000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,54,1
F,10000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,79,1
M,20000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,79,1
M,30000.00,5,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,53,0
M,10000.00,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,57,1
F,10000.00,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,58,1
F,10000.00,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,58,1
F,10000.00,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,60,1
M,10000.00,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,59,0
M,10000.00,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,60,0
F,10000.00,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,61,0
F,30000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,78,0
F,20000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,76,1
M,10000.00,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,75,0
F,30000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,74,1
F,20000.00,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,73,0
M,40000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,72,0
M,10000.00,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,35,1
M,10000.00,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,36,1
F,10000.00,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,36,1
M,10000.00,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,37,1
M,10000.00,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,37,1
F,10000.00,0,0,High School,Manual,1,2,0-1 Miles,Pacific,38,0
M,10000.00,0,0,High School,Manual,0,2,0-1 Miles,Pacific,37,0
M,10000.00,0,0,High School,Manual,0,2,0-1 Miles,Pacific,38,1
F,10000.00,1,1,High School,Manual,0,0,2-5 Miles,Pacific,36,1
F,10000.00,1,1,High School,Manual,0,0,1-2 Miles,Pacific,36,1
F,20000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,35,0
M,20000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,36,0
M,10000.00,1,1,High School,Manual,0,0,1-2 Miles,Pacific,36,1
F,20000.00,0,0,Bachelors,Clerical,0,0,0-1 Miles,Pacific,37,0
F,20000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,37,0
F,20000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,37,0
F,20000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,37,1
F,30000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,72,0
M,30000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,72,0
M,30000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,72,0
M,40000.00,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,72,0
M,30000.00,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,54,0
F,10000.00,1,1,High School,Manual,0,1,2-5 Miles,Europe,55,1
M,10000.00,1,1,High School,Manual,1,1,2-5 Miles,Europe,55,1
M,20000.00,2,0,Partial College,Manual,1,1,1-2 Miles,Europe,56,1
F,20000.00,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,56,1
M,20000.00,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,57,1
F,30000.00,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,55,0
F,30000.00,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,55,0
M,30000.00,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,55,0
F,30000.00,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,54,0
F,40000.00,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,56,1
M,40000.00,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,56,1
M,10000.00,1,1,High School,Manual,0,1,2-5 Miles,Europe,45,0
F,10000.00,1,1,High School,Manual,0,1,2-5 Miles,Europe,45,0
F,10000.00,2,2,High School,Manual,1,0,0-1 Miles,Europe,44,0
M,10000.00,2,2,High School,Manual,1,0,0-1 Miles,Europe,45,0
M,10000.00,2,2,High School,Manual,1,0,0-1 Miles,Europe,46,0
M,10000.00,2,2,High School,Manual,1,0,0-1 Miles,Europe,46,1
F,30000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,45,1
M,10000.00,2,2,High School,Manual,0,1,0-1 Miles,Europe,46,0
F,20000.00,0,0,Partial College,Manual,0,1,0-1 Miles,Europe,46,0
M,30000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,46,1
F,30000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,46,0
M,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
F,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
F,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,45,1
F,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,46,1
F,10000.00,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,63,0
F,10000.00,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,63,0
F,20000.00,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,63,1
M,20000.00,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,63,0
M,10000.00,2,1,High School,Manual,0,2,0-1 Miles,Europe,62,0
F,10000.00,2,2,High School,Manual,1,1,0-1 Miles,Europe,47,1
M,20000.00,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,47,1
M,80000.00,3,2,Partial College,Professional,0,1,2-5 Miles,Europe,61,0
F,80000.00,4,2,Partial College,Professional,1,1,10+ Miles,Europe,61,1
F,80000.00,4,2,Partial College,Professional,0,1,2-5 Miles,Europe,61,1
M,80000.00,4,2,Partial College,Professional,1,1,10+ Miles,Europe,61,1
M,90000.00,5,0,Partial College,Professional,0,2,10+ Miles,Europe,71,0
F,60000.00,3,1,Partial High School,Skilled Manual,1,4,2-5 Miles,Europe,70,1
F,70000.00,5,1,High School,Professional,1,2,10+ Miles,Europe,70,1
M,90000.00,5,0,Partial College,Professional,0,2,10+ Miles,Europe,70,0
M,150000.00,3,4,Graduate Degree,Management,1,4,0-1 Miles,Europe,70,0
M,100000.00,2,3,Bachelors,Management,1,4,10+ Miles,Europe,69,1
F,110000.00,3,4,Bachelors,Management,1,4,5-10 Miles,Europe,69,1
M,170000.00,4,4,Bachelors,Management,1,3,5-10 Miles,Europe,69,1
F,80000.00,4,2,Partial College,Professional,0,1,2-5 Miles,Europe,60,1
F,80000.00,4,2,Partial College,Professional,1,2,10+ Miles,Europe,61,0
F,90000.00,4,2,High School,Professional,1,2,10+ Miles,Europe,61,1
M,110000.00,3,4,Bachelors,Management,1,4,10+ Miles,Europe,62,0
F,110000.00,2,5,Partial College,Professional,1,2,10+ Miles,Europe,61,1
F,120000.00,2,5,Bachelors,Management,1,2,10+ Miles,Europe,62,1
M,80000.00,4,1,Partial College,Professional,1,2,10+ Miles,Europe,63,1
F,90000.00,4,1,High School,Professional,1,2,10+ Miles,Europe,63,0
M,110000.00,4,5,Partial College,Professional,1,2,10+ Miles,Europe,62,1
F,80000.00,4,2,High School,Professional,1,2,10+ Miles,Europe,64,1
M,80000.00,5,2,High School,Professional,0,2,2-5 Miles,Europe,64,1
M,170000.00,5,5,Partial College,Professional,1,4,0-1 Miles,Europe,64,0
F,100000.00,3,4,Partial College,Management,1,4,10+ Miles,Europe,65,0
F,160000.00,3,5,Partial College,Management,0,4,10+ Miles,Europe,65,0
M,90000.00,4,1,High School,Management,1,3,10+ Miles,Europe,65,0
F,130000.00,4,5,High School,Management,1,4,0-1 Miles,Europe,66,0
F,90000.00,4,1,High School,Management,0,3,5-10 Miles,Europe,67,1
M,80000.00,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,68,0
F,90000.00,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,68,0
M,90000.00,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,67,0
F,60000.00,0,0,Bachelors,Professional,0,4,2-5 Miles,Pacific,39,1
F,70000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,39,1
F,70000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,41,1
F,70000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,41,1
F,70000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,41,1
M,80000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,40,1
M,80000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,40,1
M,130000.00,4,5,High School,Management,1,4,0-1 Miles,Pacific,39,1
M,70000.00,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,40,1
F,80000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,41,1
M,80000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,42,1
F,80000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,41,1
M,100000.00,0,5,High School,Management,1,2,10+ Miles,Pacific,41,1
M,120000.00,5,5,Partial High School,Professional,1,4,10+ Miles,Pacific,41,1
F,90000.00,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,42,1
F,100000.00,0,5,High School,Management,1,2,10+ Miles,Pacific,42,0
F,80000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,1
M,90000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,1
M,90000.00,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,43,1
F,110000.00,0,5,High School,Management,1,4,10+ Miles,Pacific,43,1
F,110000.00,0,5,High School,Management,0,4,10+ Miles,Pacific,43,0
M,90000.00,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,43,1
M,90000.00,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,44,1
M,150000.00,0,5,Partial High School,Management,1,4,10+ Miles,Pacific,44,0
M,170000.00,1,5,Graduate Degree,Management,1,4,0-1 Miles,Pacific,46,0
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,40,1
M,10000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,42,0
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,42,1
F,30000.00,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,42,0
M,60000.00,3,2,Bachelors,Professional,1,2,5-10 Miles,Pacific,52,1
F,20000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,35,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,35,0
M,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,37,0
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,40,0
M,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,42,0
M,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,42,0
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,42,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,42,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,42,1
F,30000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,43,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,43,1
M,40000.00,2,2,Partial College,Clerical,1,0,0-1 Miles,Europe,43,1
M,40000.00,2,2,Partial College,Clerical,0,0,0-1 Miles,Europe,43,1
F,10000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,0
F,10000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,44,0
M,20000.00,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,44,1
F,20000.00,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,44,1
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,44,0
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,44,1
M,30000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,43,1
F,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,44,1
M,40000.00,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,45,1
M,40000.00,2,2,Partial College,Clerical,1,1,1-2 Miles,Europe,44,0
M,40000.00,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,45,1
F,40000.00,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,44,0
M,40000.00,3,3,Partial College,Clerical,1,2,1-2 Miles,Europe,41,0
M,40000.00,3,3,Partial College,Clerical,1,2,1-2 Miles,North America,40,0
F,40000.00,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,41,0
F,40000.00,3,3,Partial College,Clerical,1,2,1-2 Miles,Europe,40,0
M,40000.00,4,4,Partial College,Clerical,1,1,0-1 Miles,Europe,40,0
M,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,85,0
F,40000.00,1,0,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,84,0
F,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,49,0
M,60000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,Europe,49,0
F,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,48,0
F,60000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,49,0
F,30000.00,1,0,Bachelors,Skilled Manual,1,1,5-10 Miles,North America,62,0
M,30000.00,1,0,Bachelors,Skilled Manual,1,1,1-2 Miles,Europe,62,0
M,30000.00,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,62,0
F,20000.00,3,0,Partial High School,Manual,1,2,1-2 Miles,Europe,61,1
F,20000.00,3,0,Partial High School,Manual,0,2,1-2 Miles,Europe,61,1
M,30000.00,1,0,High School,Clerical,1,1,2-5 Miles,North America,61,0
F,30000.00,1,0,High School,Clerical,1,1,2-5 Miles,North America,61,1
F,30000.00,1,0,High School,Clerical,1,1,2-5 Miles,North America,61,1
F,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,61,0
M,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,60,0
M,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,Europe,60,0
F,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,Europe,60,0
F,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,59,0
M,80000.00,5,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,59,1
M,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,Europe,59,1
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,59,0
F,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,59,1
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,Europe,59,1
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,59,0
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,58,1
M,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,57,1
M,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,Europe,58,0
F,40000.00,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,58,1
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,58,0
F,40000.00,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,58,0
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,56,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,57,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,57,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,57,1
F,60000.00,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,56,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,56,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,56,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,56,1
M,20000.00,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,47,0
F,20000.00,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,47,0
M,30000.00,1,0,Bachelors,Clerical,1,0,1-2 Miles,Europe,47,0
M,30000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,0
F,30000.00,1,1,Bachelors,Clerical,1,0,2-5 Miles,Europe,47,1
F,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,47,1
M,40000.00,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,47,1
F,40000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,1
F,40000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,47,1
M,10000.00,3,3,High School,Manual,1,1,0-1 Miles,Europe,48,0
M,20000.00,1,1,Partial College,Manual,0,1,1-2 Miles,Europe,48,0
F,20000.00,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,48,0
F,10000.00,4,0,High School,Manual,1,2,0-1 Miles,Europe,89,0
F,40000.00,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,89,0
M,20000.00,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,48,0
F,30000.00,1,1,Bachelors,Clerical,0,0,1-2 Miles,Europe,48,0
M,30000.00,1,1,Bachelors,Clerical,0,0,0-1 Miles,Europe,48,0
M,30000.00,1,1,Bachelors,Clerical,0,1,0-1 Miles,Europe,47,0
F,30000.00,1,1,Bachelors,Clerical,0,1,1-2 Miles,Europe,48,0
F,10000.00,5,5,Partial High School,Manual,1,2,0-1 Miles,Europe,49,1
M,20000.00,1,1,High School,Manual,1,1,2-5 Miles,Europe,49,0
M,20000.00,1,1,High School,Manual,0,1,2-5 Miles,Europe,49,0
M,20000.00,1,1,High School,Manual,0,2,0-1 Miles,Europe,49,1
M,20000.00,2,2,High School,Manual,1,0,0-1 Miles,Europe,49,0
F,40000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,48,0
F,40000.00,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,48,0
F,20000.00,2,2,High School,Manual,1,0,0-1 Miles,Europe,49,1
M,30000.00,1,1,Bachelors,Clerical,1,1,2-5 Miles,Europe,49,0
F,30000.00,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,49,1
M,30000.00,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,49,1
M,30000.00,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,49,1
F,20000.00,2,2,High School,Manual,1,1,0-1 Miles,Europe,49,0
F,20000.00,2,2,High School,Manual,1,1,0-1 Miles,Europe,50,0
M,20000.00,2,2,High School,Manual,1,2,0-1 Miles,Europe,50,1
M,30000.00,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,50,1
F,30000.00,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,50,1
F,10000.00,3,2,Partial High School,Manual,1,2,0-1 Miles,Europe,50,1
M,20000.00,3,3,High School,Manual,1,1,0-1 Miles,Europe,51,0
M,30000.00,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,Europe,82,0
F,40000.00,0,0,Bachelors,Professional,1,0,0-1 Miles,Europe,49,0
F,30000.00,2,2,Partial College,Clerical,1,0,0-1 Miles,Europe,52,1
F,30000.00,2,2,Partial College,Clerical,1,0,0-1 Miles,Europe,50,1
M,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,49,0
F,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,50,0
M,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,49,0
M,30000.00,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,51,1
F,30000.00,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,51,1
F,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,51,0
F,30000.00,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,52,1
F,30000.00,3,3,Partial College,Clerical,1,0,0-1 Miles,Europe,52,1
M,20000.00,0,0,High School,Manual,0,1,2-5 Miles,Europe,37,1
M,20000.00,0,0,High School,Manual,1,1,2-5 Miles,Europe,38,1
M,20000.00,4,4,High School,Manual,1,2,0-1 Miles,Europe,35,0
M,20000.00,5,5,High School,Manual,1,3,0-1 Miles,Europe,36,0
M,40000.00,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,52,0
F,30000.00,3,3,Partial College,Clerical,1,2,0-1 Miles,Europe,37,0
F,30000.00,3,3,Partial College,Clerical,1,3,0-1 Miles,Europe,37,1
F,20000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,38,1
F,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,38,0
M,30000.00,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,38,1
M,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,38,0
M,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,38,1
M,30000.00,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,38,1
F,20000.00,0,0,High School,Manual,0,1,1-2 Miles,Europe,38,1
F,10000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,40,1
M,20000.00,0,0,High School,Manual,1,1,2-5 Miles,Europe,40,1
M,20000.00,0,0,High School,Manual,0,1,5-10 Miles,Europe,39,0
M,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,39,1
M,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,40,1
M,20000.00,0,0,Partial High School,Manual,0,1,2-5 Miles,Europe,41,1
M,20000.00,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,41,1
F,30000.00,0,0,Partial College,Clerical,0,1,0-1 Miles,Europe,39,1
F,30000.00,0,0,Partial College,Clerical,0,1,2-5 Miles,Europe,40,1
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,39,1
F,40000.00,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,40,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,56,1
M,60000.00,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,56,1
F,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,42,0
F,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,42,0
F,50000.00,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,42,0
M,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,41,0
F,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,1
M,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,1
M,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,42,1
F,50000.00,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,42,1
M,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,42,0
F,40000.00,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,43,1
M,40000.00,4,4,High School,Skilled Manual,1,3,10+ Miles,North America,44,1
F,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,43,1
M,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,0-1 Miles,Europe,44,0
F,60000.00,1,1,Graduate Degree,Skilled Manual,1,0,1-2 Miles,Europe,44,0
M,40000.00,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,43,0
M,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,43,0
M,60000.00,1,0,Graduate Degree,Skilled Manual,1,0,2-5 Miles,North America,43,0
